"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
15,27,1,5,18,2,6,6,4000,18
15,73,1,2,18,1,1,1,77400,13
15,29,3,5,21,1,1,6,28000,17
15,30,1,5,16,2,1,9,1800,19
15,54,1,1,21,1,1,6,95000,13
15,54,1,1,19,2,1,6,27000,15
15,32,1,5,19,1,1,6,20000,15
15,25,1,5,21,2,1,6,25000,15
15,83,1,2,18,2,6,6,9800,17
15,23,1,1,21,1,4,1,30000,12
15,23,1,1,19,2,6,1,0,12
15,24,4,1,19,1,1,6,27000,18
15,24,1,1,19,2,1,9,45000,14
15,51,4,1,17,2,1,6,25000,21
15,30,1,3,18,1,6,1,-9999,60
15,61,4,5,21,2,1,6,41000,12
15,56,4,1,14,1,1,6,23000,14
15,50,5,5,16,2,1,6,40000,14
15,48,4,5,19,1,3,6,24260,13
15,46,4,3,21,2,1,6,73000,15
15,41,4,5,16,2,1,6,19300,14
15,87,4,2,7,2,6,6,6600,14
15,50,5,1,15,2,1,6,29000,15
15,29,4,5,20,2,1,6,20000,12
15,26,4,5,19,1,4,6,60000,14
15,18,5,5,19,2,1,6,20000,12
15,16,5,5,14,2,1,6,1400,13
15,51,4,3,21,2,1,6,60000,13
15,26,4,5,19,1,3,6,41000,16
15,81,4,2,9,2,6,6,5300,15
15,1,4,5,NA,2,NA,6,NA,12
15,26,1,5,20,2,1,6,11500,14
15,7,1,5,4,2,NA,6,NA,12
15,72,2,1,11,1,6,6,55600,12
15,72,2,1,16,2,6,6,32400,14
15,40,1,5,20,2,6,6,42400,15
15,48,1,5,22,2,2,6,72200,13
15,46,1,1,22,1,1,1,78000,14
15,46,5,1,22,2,6,6,0,14
15,14,1,5,10,1,NA,9,NA,14
15,11,1,5,8,2,NA,9,NA,19
15,9,1,5,6,1,NA,9,NA,13
15,34,1,5,21,1,2,1,26000,11
15,35,1,5,21,2,1,1,9600,11
15,60,3,3,16,2,1,6,57000,19
15,62,1,5,16,2,6,6,0,22
15,57,1,5,21,1,6,1,19500,60
15,48,1,3,11,2,6,9,12000,13
15,14,1,5,12,2,NA,9,NA,21
15,48,1,4,19,1,1,6,53000,49
15,77,1,1,12,2,6,6,8300,19
15,76,4,1,10,1,6,6,2000,14
15,52,4,1,22,2,1,6,5000,15
15,42,1,1,16,1,6,6,0,15
15,22,1,5,21,2,6,6,9000,14
15,16,1,5,12,2,6,6,10,13
15,65,4,5,16,2,6,6,6200,16
15,27,4,1,18,1,1,6,38000,15
15,75,4,2,10,2,6,6,5000,17
15,75,4,1,16,1,6,6,82500,16
15,73,4,1,21,2,6,6,25000,17
15,69,5,5,20,1,1,6,15300,16
15,25,1,5,21,1,1,9,13000,9
15,22,5,5,19,2,6,1,16000,6
15,46,1,1,21,2,1,6,50004,18
15,48,1,1,20,1,1,6,50000,15
15,11,1,5,8,1,NA,6,NA,17
15,9,1,5,6,1,NA,6,NA,16
15,27,1,1,16,1,1,7,80000,33
15,22,1,1,16,2,6,9,30000,49
15,1,1,5,NA,2,NA,9,NA,69
15,55,1,1,16,1,2,1,63000,57
15,48,1,1,16,2,6,9,50000,65
15,73,1,1,16,2,6,6,20250,15
15,78,1,1,16,1,6,6,32900,16
15,41,1,5,21,2,1,6,60700,17
15,35,1,5,22,2,1,9,45030,12
15,76,1,1,16,2,6,6,18100,15
15,81,1,1,14,1,6,9,137000,15
15,52,1,5,20,1,6,6,20000,14
15,70,1,5,21,1,1,1,232600,39
15,71,1,5,21,1,1,1,22810,46
15,60,4,1,14,1,1,6,32000,4
15,51,4,1,16,2,1,6,32000,4
15,41,1,1,21,1,1,7,36000,10
15,39,1,1,22,2,1,7,21000,11
15,27,1,5,19,1,6,7,0,13
15,22,1,5,16,2,1,7,10900,18
15,20,1,5,16,2,6,7,0,13
15,19,1,5,13,2,6,7,0,14
15,17,1,5,14,1,6,7,0,14
15,17,1,5,12,1,6,7,0,13
15,16,1,5,12,1,6,7,0,13
15,16,1,5,13,2,6,7,0,20
15,14,1,5,12,1,NA,7,NA,15
15,13,1,5,9,1,NA,7,NA,16
15,31,1,3,19,2,6,9,25100,38
15,1,1,5,NA,2,NA,1,NA,64
15,30,1,5,18,1,6,9,1800,97
15,46,1,3,19,1,6,1,340,56
15,49,5,3,23,2,1,6,100000,15
15,81,5,2,21,1,6,6,0,16
15,34,1,1,21,2,1,6,83000,16
15,33,1,1,21,1,1,6,116500,15
15,1,1,5,NA,1,NA,6,NA,15
15,42,1,1,16,1,1,2,3000,10
15,37,1,1,16,2,6,7,5000,17
15,16,1,5,12,1,6,2,2000,10
15,5,1,5,2,1,NA,9,NA,7
15,0,1,5,NA,1,NA,9,NA,5
15,13,1,5,11,1,NA,2,NA,7
15,7,1,5,4,2,NA,9,NA,9
15,44,1,1,19,1,1,1,130000,17
15,43,1,1,21,2,1,1,4300,15
15,67,4,1,9,1,1,6,37100,13
15,62,4,1,15,2,1,6,29700,13
15,24,1,5,21,2,1,6,4000,12
15,48,1,1,16,1,1,6,23000,13
15,44,1,1,9,1,1,6,22000,13
15,15,3,5,13,2,NA,6,0,12
15,42,1,1,18,2,2,1,50000,104
15,38,1,1,16,1,6,1,35000,65
15,20,1,5,19,1,1,1,12000,112
15,11,1,5,8,2,NA,1,NA,75
15,41,5,1,15,1,1,6,63100,14
15,37,5,1,16,2,6,6,14000,13
15,7,1,5,4,2,NA,6,NA,13
15,1,1,5,NA,1,NA,6,NA,12
15,75,1,2,21,2,6,1,69300,24
15,58,1,1,19,1,3,1,30000,4
15,21,1,5,20,1,6,1,0,4
15,85,1,2,16,2,6,6,11300,16
15,71,1,5,19,2,6,6,31500,15
15,71,1,3,16,1,6,6,8004,15
15,59,1,1,19,2,1,1,72000,13
15,57,1,1,19,1,1,9,32000,8
15,73,1,2,16,1,6,6,65900,20
15,23,1,5,16,1,3,6,3400,22
15,55,1,3,21,1,1,1,102000,21
15,33,1,1,20,1,1,6,70000,14
15,32,1,1,21,2,1,6,50000,15
15,2,1,5,NA,1,NA,6,NA,15
15,0,1,5,NA,2,NA,6,NA,14
15,51,1,1,21,2,1,6,62100,25
15,50,1,1,21,1,1,6,104000,13
15,19,1,5,16,1,6,6,6000,15
15,13,1,5,10,2,NA,6,NA,19
15,59,4,5,16,1,1,6,3100,13
15,82,4,2,16,2,6,6,9800,16
15,54,1,1,16,1,3,1,15000,5
15,50,1,1,21,2,1,1,55000,4
15,18,1,5,16,1,3,1,1000,5
15,73,1,5,21,2,6,6,51400,13
15,84,1,5,21,1,6,6,82500,16
15,54,1,3,19,2,1,9,56200,15
15,83,1,2,13,2,6,6,11160,4
15,25,1,5,18,2,6,1,630,15
15,6,1,5,3,2,NA,9,NA,29
15,65,1,1,23,1,6,1,62000,17
15,57,4,1,20,2,1,7,24000,18
15,28,1,5,19,1,6,9,4000,28
15,62,1,1,21,1,1,6,32090,27
15,57,5,1,11,1,1,6,23300,15
15,54,4,1,8,2,1,6,2000,17
15,30,4,1,16,2,1,6,28000,21
15,28,4,1,18,1,1,6,21000,16
15,21,5,5,19,2,1,6,4000,14
15,77,5,2,7,2,6,6,7200,17
15,33,4,1,16,1,1,6,28000,15
15,25,5,1,20,2,1,6,7500,15
15,48,1,3,22,1,1,9,321000,25
15,10,1,5,7,2,NA,9,NA,37
15,51,1,2,21,2,1,1,45600,16
15,57,1,1,21,2,1,1,53600,16
15,58,1,1,22,1,1,1,69000,15
15,55,1,1,23,1,1,1,328000,14
15,50,1,1,21,2,1,1,1800,16
15,13,1,5,10,1,NA,1,NA,24
15,80,1,5,12,1,6,6,57800,19
15,94,1,5,21,2,6,1,187600,13
15,69,1,5,18,1,1,9,37800,16
15,36,1,1,20,1,1,7,22000,41
15,28,1,1,20,2,1,9,34000,33
15,5,1,5,2,1,NA,9,NA,39
15,0,1,5,NA,2,NA,9,NA,38
15,45,1,1,21,1,2,6,100000,13
15,45,1,1,19,2,2,6,10000,15
15,17,1,5,14,1,6,6,0,14
15,17,1,5,14,1,6,6,0,15
15,71,1,1,17,1,1,7,17500,7
15,74,1,1,16,2,6,7,600,6
15,82,1,2,19,2,6,1,12004,19
15,74,4,1,24,1,6,6,23000,15
15,76,4,1,21,2,6,6,20500,16
15,60,1,1,23,2,6,6,33700,15
15,61,1,1,23,1,6,6,25300,14
15,57,1,1,18,2,1,8,25000,19
15,57,1,1,13,1,1,1,25000,17
15,65,4,1,19,1,1,1,25800,3
15,61,1,1,19,2,6,1,41400,4
15,33,1,3,19,2,1,6,40000,9
15,8,1,5,5,1,NA,9,NA,9
15,4,1,5,2,1,NA,9,NA,8
15,79,1,2,16,1,1,6,61040,20
15,49,1,5,19,1,1,6,18000,16
15,56,3,2,19,2,1,6,50470,12
15,62,1,1,22,1,6,1,58300,11
15,58,1,1,19,2,1,6,13070,14
15,64,1,1,22,1,6,6,43000,47
15,55,5,1,21,2,1,6,100000,47
15,52,1,5,21,1,1,7,25000,3
15,53,1,1,18,2,1,7,39000,6
15,55,1,1,16,1,1,7,36000,5
15,17,1,5,14,2,1,7,2100,4
15,83,4,2,1,2,6,1,15700,5
15,1,1,5,NA,1,NA,7,NA,4
15,32,5,5,24,2,6,6,0,18
15,55,1,5,16,1,1,7,31000,5
15,49,1,5,20,2,1,9,39000,16
15,9,1,5,7,1,NA,9,NA,17
15,31,1,4,18,2,1,9,31000,8
15,0,1,5,NA,2,NA,9,NA,8
15,28,1,5,19,2,1,9,32000,4
15,30,2,1,16,1,4,7,36500,15
15,30,1,1,19,2,6,7,0,15
15,13,1,5,9,2,NA,7,NA,15
15,5,1,5,3,1,NA,7,NA,12
15,54,4,2,20,2,6,6,8800,44
15,17,1,5,15,2,6,9,10900,36
15,63,1,5,19,1,6,1,10000,53
15,52,1,1,23,1,6,6,117000,44
15,55,1,1,21,2,6,6,0,43
15,58,4,1,19,2,1,6,48060,14
15,61,4,1,18,1,1,1,32000,15
15,28,4,5,21,2,1,9,16200,15
15,61,1,1,21,2,1,1,68000,17
15,63,1,1,23,1,1,1,100000,20
15,29,1,1,21,1,3,1,19400,22
15,30,1,1,21,2,1,9,35000,23
15,57,1,1,16,2,1,7,20000,20
15,63,1,1,16,1,1,6,20000,17
15,70,1,1,1,1,6,9,33400,4
15,71,1,1,1,2,6,1,6250,5
15,68,1,1,21,1,6,1,67000,12
15,55,1,1,19,2,1,1,2600,12
15,27,1,1,19,1,1,1,40000,20
15,25,1,1,16,2,1,1,21200,26
15,52,5,1,22,1,6,1,-7000,8
15,56,1,1,21,2,6,1,0,9
15,46,1,4,22,2,1,1,112000,19
15,84,1,2,18,1,6,6,40000,17
15,59,1,5,21,1,1,6,30000,20
15,28,1,5,18,2,1,6,40000,18
15,60,1,1,23,1,6,1,63500,20
15,55,1,1,19,2,6,1,5000,22
15,32,1,5,21,1,1,1,46000,29
15,37,1,5,16,2,1,7,32000,12
15,17,1,5,16,2,2,7,12000,19
15,11,1,5,7,2,NA,7,NA,19
15,6,1,5,2,2,NA,7,NA,19
15,19,1,5,19,1,1,7,800,14
15,52,1,5,20,1,1,7,120000,18
15,75,1,3,19,1,1,6,93000,24
15,64,1,3,22,2,6,6,3200,17
15,53,1,3,21,1,1,1,131000,19
15,40,1,5,16,1,1,1,44400,17
15,49,4,2,21,1,1,1,45000,8
15,12,1,5,9,1,NA,1,NA,11
15,9,1,5,5,1,NA,1,NA,11
15,42,1,1,21,1,1,1,100000,14
15,34,1,1,21,2,1,6,72000,14
15,2,1,5,NA,1,NA,9,NA,15
15,0,1,5,NA,2,NA,9,NA,11
15,75,1,2,19,2,6,6,17100,15
15,20,1,5,18,1,6,1,0,70
15,19,1,5,19,1,1,1,10000,48
15,35,5,1,20,2,1,1,50000,16
15,40,1,1,17,1,3,1,2000,17
15,5,1,5,1,1,NA,1,NA,18
15,3,1,5,1,1,NA,1,NA,19
15,53,5,1,21,2,1,1,74000,16
15,52,5,1,19,1,3,1,32000,16
15,23,1,3,17,1,1,1,20600,35
15,75,1,1,16,1,6,6,35900,16
15,68,1,1,22,2,1,6,25800,14
15,39,1,3,21,2,1,6,74400,13
15,62,1,3,19,2,1,6,45000,13
15,49,1,3,20,1,1,2,60000,11
15,25,1,5,18,1,2,2,22000,23
15,76,1,2,19,2,6,6,3260,19
15,57,1,1,19,2,1,6,39000,19
15,67,1,2,19,2,6,6,7400,13
15,42,1,5,16,2,1,6,47400,16
15,22,1,1,19,1,4,1,48000,12
15,19,1,1,19,2,6,3,10000,11
15,0,1,5,NA,2,NA,9,NA,13
15,73,4,1,7,2,6,6,6000,5
15,75,1,1,10,1,6,6,6500,4
15,54,5,3,19,1,6,6,0,6
15,24,1,5,19,1,1,1,40000,6
15,24,5,5,21,2,1,1,15000,6
15,22,1,5,21,2,1,1,24000,9
15,61,1,1,21,1,1,6,100000,7
15,57,1,1,21,2,1,6,30000,7
15,45,1,1,18,2,1,1,600,36
15,80,1,1,16,1,6,6,18400,14
15,75,1,1,16,2,6,6,20300,15
15,52,1,3,19,2,6,6,700,15
15,57,1,3,17,2,1,9,6000,18
15,25,1,1,18,1,4,1,52000,15
15,26,1,1,16,2,6,1,0,17
15,1,1,5,NA,2,NA,1,NA,13
15,89,1,2,12,2,6,9,20400,15
15,27,1,5,20,2,1,9,8400,15
15,42,1,1,21,1,1,6,84400,15
15,38,1,1,20,2,1,6,28290,13
15,1,1,5,NA,1,NA,6,NA,16
15,66,1,1,22,2,6,1,56800,16
15,66,1,1,21,1,1,1,55800,12
15,34,1,4,17,2,6,9,2820,12
15,58,1,3,22,2,1,1,9000,14
15,86,1,2,16,2,6,6,18100,16
15,40,1,1,19,2,1,1,35000,29
15,41,1,1,16,1,1,7,30000,19
15,11,1,5,7,1,NA,9,NA,28
15,4,1,5,1,2,NA,9,NA,42
15,68,1,3,24,2,1,1,121200,12
15,61,1,3,20,2,1,1,84600,14
15,86,1,1,16,1,6,6,2570,17
15,72,5,1,21,2,1,6,740,20
15,63,1,3,21,1,6,1,193700,26
15,48,1,5,20,1,1,1,108950,15
15,58,1,1,21,1,1,6,45500,15
15,59,1,1,21,2,2,6,21600,15
15,94,1,2,6,2,6,6,60000,17
15,47,1,1,19,2,1,1,76100,15
15,50,1,1,21,1,1,9,36500,15
15,7,1,5,4,2,NA,9,NA,13
15,24,1,5,19,1,1,9,3600,16
15,75,1,3,17,2,6,8,9500,12
15,55,1,3,21,1,1,1,36101,19
15,45,1,1,21,2,1,6,60010,28
15,46,1,1,21,1,1,6,52000,24
15,17,1,5,14,1,1,6,1750,28
15,14,1,5,11,1,NA,6,NA,28
15,48,1,1,21,1,4,1,110600,18
15,38,4,1,21,2,6,1,18500,21
15,43,1,2,19,1,1,1,63200,23
15,7,1,5,5,2,NA,9,NA,29
15,23,1,5,19,1,2,9,8800,78
15,23,1,5,21,1,1,1,40050,134
15,22,1,5,19,2,6,1,7200,56
15,22,1,5,19,2,1,1,2300,56
15,22,1,5,19,2,6,1,7200,55
15,21,1,5,19,2,1,1,4850,53
15,84,1,2,11,1,6,1,13600,10
15,23,1,5,21,2,1,1,3000,20
15,60,1,1,21,1,6,1,24000,6
15,42,4,1,22,2,1,1,36000,5
15,13,1,5,10,1,NA,1,NA,7
15,6,1,5,4,1,NA,1,NA,7
15,58,1,5,1,2,6,6,0,15
15,20,1,5,16,1,1,9,20000,16
15,70,1,2,16,2,6,6,12500,18
15,50,1,3,19,1,1,6,35000,17
15,45,1,1,16,2,1,1,20000,6
15,49,1,1,16,1,1,1,35000,5
15,16,1,5,13,1,6,1,0,13
15,4,1,5,2,2,NA,1,NA,5
15,68,1,1,19,1,6,6,64800,9
15,65,1,1,16,2,6,9,13800,11
15,34,1,5,17,1,1,9,19200,21
15,42,4,5,22,2,1,6,39980,19
15,76,4,1,20,2,6,6,5300,23
15,74,1,2,18,1,6,6,58700,13
15,41,1,1,19,2,6,6,0,16
15,10,1,5,7,1,NA,6,NA,13
15,43,1,1,21,1,1,6,59050,15
15,52,1,1,20,2,1,1,58000,8
15,64,1,1,16,1,6,1,13200,12
15,85,1,1,16,1,6,6,124800,16
15,80,1,1,18,2,6,6,0,15
15,22,1,5,20,1,1,6,32500,17
15,66,5,1,9,1,1,6,16000,16
15,67,5,1,1,2,6,6,0,18
15,60,1,1,23,1,1,6,79000,18
15,59,1,1,19,2,1,6,48000,18
15,29,1,5,21,1,1,6,12000,21
15,94,1,2,14,2,6,6,10000,23
15,48,1,1,20,2,1,1,5100,21
15,51,1,1,22,1,4,1,99100,17
15,48,1,5,16,2,1,9,24000,12
15,27,1,5,16,2,1,9,4500,19
15,17,1,5,13,2,6,9,0,10
15,7,1,5,4,2,NA,9,NA,20
15,4,1,5,1,2,NA,9,NA,18
15,57,1,2,20,1,6,9,1700,19
15,40,1,1,16,2,1,7,18000,48
15,45,1,1,19,1,1,8,75000,34
15,17,1,5,12,1,6,7,8000,62
15,16,1,5,12,2,6,7,0,90
15,42,4,1,19,1,1,6,35190,21
15,48,4,1,20,2,1,6,21040,15
15,13,1,5,11,2,NA,6,NA,22
15,9,1,5,7,1,NA,6,NA,16
15,23,1,5,19,1,6,6,10000,13
15,72,5,2,12,2,6,6,60000,17
15,52,3,1,23,2,1,9,12004,48
15,18,4,5,14,2,1,1,90,82
15,33,5,5,19,1,6,1,900,72
15,22,5,5,19,2,6,1,30000,51
15,62,1,2,23,1,6,1,203000,6
15,59,1,3,16,2,1,1,27800,6
15,18,1,5,16,1,6,7,0,12
15,59,1,3,20,2,1,1,58600,5
15,79,4,2,20,2,1,9,24000,14
15,44,1,5,21,1,1,6,48000,14
15,72,4,2,18,2,1,6,9000,18
15,58,4,1,19,1,1,6,63000,19
15,55,5,1,16,2,6,6,129000,19
15,80,1,3,14,1,6,6,6290,14
15,65,1,1,16,1,1,6,23400,15
15,88,1,2,16,2,6,6,21600,16
15,68,1,3,23,2,1,6,52000,17
15,24,1,1,21,1,1,6,318000,18
15,23,5,1,21,2,1,6,9800,19
15,27,1,3,19,2,1,9,21600,8
15,7,1,5,4,1,NA,9,NA,6
15,4,1,5,1,1,NA,9,NA,4
15,38,1,1,18,2,1,6,45000,9
15,37,1,1,18,1,1,7,46000,9
15,9,1,5,6,1,NA,9,NA,9
15,5,1,5,2,2,NA,9,NA,9
15,5,1,5,2,2,NA,9,NA,10
15,51,1,1,18,2,1,6,38000,12
15,50,1,1,19,1,1,1,40000,8
15,81,4,2,9,2,6,6,25500,11
15,50,1,1,19,1,1,1,61000,17
15,57,1,1,18,2,1,6,48000,16
15,20,1,5,18,1,6,6,200,17
15,47,1,3,19,1,1,6,31000,12
15,12,1,5,10,1,NA,6,NA,14
15,36,1,1,22,2,1,9,86000,19
15,37,1,1,16,1,1,9,55000,18
15,8,1,5,5,2,NA,9,NA,18
15,6,1,5,3,1,NA,9,NA,17
15,45,5,1,24,1,6,6,0,16
15,39,5,1,19,2,6,6,0,18
15,12,5,5,9,2,NA,6,NA,18
15,46,1,1,21,2,1,1,25000,38
15,48,1,1,24,1,1,1,21000,28
15,16,1,5,12,2,6,1,0,49
15,10,1,5,6,2,NA,1,NA,50
15,38,1,5,15,2,1,1,10000,22
15,37,1,3,19,1,1,1,20000,24
15,60,1,3,20,2,1,1,149000,18
15,77,1,2,16,2,6,6,14600,15
15,77,1,2,11,2,6,7,14400,6
15,57,1,5,16,1,1,7,60000,10
15,33,1,5,21,1,4,1,96100,6
15,56,1,1,19,1,1,1,85000,14
15,83,1,1,18,2,6,6,59000,16
15,84,1,1,17,1,6,9,61700,15
15,29,1,3,16,2,3,7,19600,16
15,11,1,5,7,2,NA,7,NA,15
15,9,1,5,6,2,NA,7,NA,15
15,8,1,5,5,1,NA,7,NA,11
15,6,1,5,3,1,NA,7,NA,10
15,3,1,5,1,2,NA,7,NA,14
15,55,1,3,19,2,1,1,19000,42
15,40,1,5,21,2,1,1,24000,44
15,56,1,1,16,1,1,9,28000,45
15,45,1,1,16,2,1,9,23000,47
15,25,1,5,16,2,1,9,15000,47
15,23,1,1,14,2,1,9,2100,55
15,6,1,5,3,2,NA,7,NA,41
15,4,1,5,3,1,NA,7,NA,57
15,3,1,5,1,2,NA,7,NA,55
15,1,1,5,NA,1,NA,7,NA,57
15,49,1,5,1,1,6,6,0,17
15,31,1,5,19,2,1,9,31200,18
15,37,1,5,19,1,1,6,62000,30
15,83,1,1,16,1,6,6,17000,26
15,78,1,1,16,2,6,6,28200,20
15,66,1,3,20,2,6,1,1100,15
15,78,1,1,16,1,6,6,34000,10
15,79,1,1,16,2,6,6,18000,11
15,49,1,5,16,1,1,6,78000,10
15,81,1,1,16,1,6,1,39500,14
15,78,1,1,14,2,6,1,16240,15
15,65,1,3,16,2,1,1,60000,20
15,54,3,3,18,2,1,1,40000,18
15,55,1,1,23,1,1,6,318500,14
15,57,1,1,19,2,1,9,68100,15
15,57,1,1,22,2,1,1,101000,14
15,55,1,1,21,1,1,6,50000,14
15,66,1,2,20,1,1,6,42700,16
15,28,1,1,20,1,1,6,15000,17
15,41,1,5,19,2,1,6,58000,18
15,77,1,1,21,1,1,6,81700,15
15,74,1,1,21,2,1,6,18500,15
15,54,1,5,21,1,6,6,4600,15
15,41,4,1,19,1,1,6,44000,13
15,47,4,1,20,2,1,6,25000,14
15,6,1,5,3,1,NA,6,NA,14
15,50,1,1,21,1,1,1,37600,6
15,48,1,1,21,2,1,1,89000,5
15,13,1,5,9,1,NA,1,NA,6
15,22,1,5,16,1,6,7,0,7
15,29,1,5,21,1,6,7,0,12
15,21,1,5,16,1,4,1,23000,22
15,83,1,2,21,2,6,6,31600,14
15,58,1,1,21,2,6,6,34400,15
15,60,1,1,21,1,1,6,46800,14
15,59,1,3,22,2,1,1,49000,4
15,53,1,1,22,2,1,6,50000,8
15,56,1,1,21,1,1,6,90000,7
15,76,1,3,19,2,6,6,14000,9
15,72,1,5,16,2,6,6,32110,18
15,49,4,1,20,1,1,6,-9999,11
15,47,4,1,20,2,1,6,44000,14
15,22,1,5,16,1,6,6,600,14
15,16,1,5,13,2,6,6,0,12
15,68,1,3,18,2,3,9,38100,10
15,46,1,3,16,1,1,9,60000,6
15,47,1,4,22,2,6,1,0,7
15,40,1,5,22,1,1,9,40000,20
15,32,5,5,22,2,1,6,13000,22
15,27,1,5,21,1,6,1,100,14
15,28,1,5,21,1,6,1,20000,17
15,31,1,5,21,2,1,6,70000,15
15,64,1,1,13,1,1,7,30000,12
15,63,1,1,16,2,1,7,28000,8
15,40,1,5,16,2,6,7,0,9
15,21,1,5,16,1,3,7,0,13
15,15,1,5,10,1,NA,7,0,12
15,12,1,5,9,2,NA,9,NA,9
15,9,1,5,6,1,NA,9,NA,8
15,7,1,5,3,2,NA,9,NA,9
15,25,5,5,20,2,1,7,12000,23
15,45,1,5,21,2,1,6,42000,40
15,47,1,5,24,2,1,6,33000,43
15,76,1,1,21,2,6,1,81000,4
15,79,1,1,24,1,1,1,241400,3
15,35,1,3,21,1,1,9,39000,19
15,28,1,5,20,1,1,1,30000,25
15,62,1,3,21,1,1,1,61200,16
15,87,5,1,21,2,6,6,32800,23
15,61,1,4,21,2,1,1,42000,14
15,63,1,2,22,1,1,6,102000,16
15,60,1,1,20,2,1,6,51000,18
15,64,1,1,20,1,6,6,40000,18
15,32,1,1,19,1,1,1,70520,21
15,29,1,1,20,2,1,1,60000,15
15,6,1,5,3,1,NA,1,NA,16
15,2,1,5,NA,2,NA,1,NA,16
15,27,1,5,16,2,3,6,0,30
15,5,1,5,3,2,NA,6,NA,30
15,30,1,5,16,1,3,9,33000,35
15,74,4,1,24,1,6,6,63290,19
15,69,4,1,19,2,1,6,10500,18
15,36,4,5,20,1,6,6,7400,22
15,47,1,3,20,2,1,1,18000,67
15,14,1,5,11,2,NA,9,NA,71
15,94,4,5,16,2,6,6,17000,14
15,82,1,5,16,2,6,6,21000,16
15,68,1,2,18,1,6,1,82000,14
15,27,1,1,19,1,4,1,56000,5
15,23,1,1,20,2,6,1,0,4
15,46,1,1,16,2,1,1,33200,54
15,49,1,1,16,1,1,1,45000,48
15,38,1,5,16,1,1,1,10400,17
15,38,1,5,16,1,1,1,10400,22
15,50,1,5,16,2,6,9,12500,9
15,11,1,5,8,2,NA,9,NA,13
15,55,1,4,13,1,6,9,13000,15
15,51,1,5,16,2,6,9,7500,11
15,46,1,5,16,2,6,9,7500,18
15,25,1,5,17,1,6,9,7500,17
15,38,1,1,23,1,1,6,77400,14
15,42,1,1,21,2,1,6,36300,12
15,3,1,5,1,2,NA,6,NA,11
15,27,1,5,16,2,1,9,10000,16
15,7,1,5,4,1,NA,9,NA,11
15,81,1,2,16,2,6,6,15600,3
15,74,1,1,19,1,6,6,38780,19
15,69,1,1,16,2,6,6,5900,18
15,21,1,5,16,1,4,1,18000,22
15,44,1,1,16,1,1,6,34100,43
15,42,4,1,16,2,1,6,27000,45
15,23,1,5,16,1,1,6,35600,51
15,20,1,5,16,1,1,6,5000,51
15,9,1,5,6,1,NA,6,NA,41
15,57,1,1,21,1,1,6,53000,13
15,57,1,1,21,2,1,6,56000,13
15,23,1,5,19,2,1,6,8000,14
15,19,1,5,19,2,1,6,6000,16
15,43,1,1,19,1,1,1,102800,10
15,44,1,1,16,2,6,6,24000,9
15,51,1,1,20,2,2,1,32000,22
15,49,1,1,21,1,1,1,36000,24
