"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
16,26,1,1,21,1,1,1,40000,11
16,20,1,1,13,2,6,1,0,11
16,2,1,5,NA,2,NA,1,NA,10
16,0,1,5,NA,2,NA,1,NA,10
16,59,1,3,22,1,1,1,90100,25
16,93,1,2,11,1,6,1,24400,18
16,37,1,1,18,1,1,1,34300,17
16,37,1,1,20,2,1,1,60000,21
16,17,1,5,13,2,6,1,600,33
16,11,1,5,8,2,NA,1,NA,19
16,35,1,1,19,2,1,1,280,7
16,36,4,1,16,1,1,1,32000,9
16,6,1,5,2,1,NA,1,NA,5
16,4,1,5,1,2,NA,1,NA,4
16,48,1,1,19,2,6,1,8100,28
16,50,1,1,12,1,6,1,26400,18
16,53,1,3,21,1,1,1,300000,15
16,87,4,2,18,2,6,1,11300,15
16,46,1,1,19,1,1,1,30000,8
16,55,1,1,22,2,1,1,36000,8
16,13,1,5,10,1,NA,1,NA,10
16,55,1,1,21,2,1,1,70200,17
16,52,1,1,19,1,1,1,158500,19
16,84,1,2,15,2,6,1,5000,22
16,51,5,3,21,2,1,1,3000,2
16,22,1,5,19,2,1,1,1500,3
16,16,1,5,14,1,6,1,640,2
16,16,1,5,14,2,6,1,0,1
16,12,1,5,10,1,NA,1,NA,1
16,54,1,1,20,1,1,1,30000,22
16,54,1,1,17,2,1,1,15000,19
16,20,1,5,19,1,3,2,3000,25
16,21,1,5,19,1,6,2,3000,12
16,20,3,5,19,1,1,2,3400,12
16,24,1,1,21,2,6,1,1500,5
16,23,1,1,19,1,1,1,1400,6
16,1,1,5,NA,1,NA,1,NA,15
16,42,1,3,18,1,1,1,42000,16
16,61,1,3,14,2,1,1,40000,63
16,59,1,1,19,1,1,1,18100,5
16,55,1,1,21,2,1,1,5300,5
16,39,1,1,16,2,1,1,13000,7
16,39,1,1,16,1,1,1,38000,8
16,18,1,5,14,2,6,1,300,7
16,14,1,5,11,1,NA,1,NA,6
16,69,1,1,19,1,6,1,29000,8
16,63,1,1,16,2,6,1,10900,9
16,76,1,1,18,2,6,1,25300,22
16,83,1,1,16,1,6,1,10300,23
16,28,1,1,20,1,1,1,36010,16
16,26,1,1,17,2,6,1,0,12
16,74,1,2,22,1,6,1,39500,18
16,60,1,3,16,2,1,1,15440,14
16,57,1,1,16,1,1,1,24001,15
16,51,1,1,16,2,1,1,25000,19
16,54,1,1,16,1,2,1,36000,4
16,48,1,1,12,2,6,1,7500,5
16,26,1,5,14,1,6,1,5400,8
16,23,1,5,12,1,6,1,5400,6
16,62,1,1,16,1,1,1,36000,7
16,61,1,1,21,2,1,1,41000,6
16,78,1,1,15,2,6,1,24600,24
16,57,1,3,14,2,1,1,10000,25
16,25,1,5,21,2,1,1,38000,50
