"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
11,58,1,5,16,2,1,2,45000,11
11,35,1,5,16,2,1,2,35000,21
11,1,1,5,NA,1,NA,2,NA,17
11,51,1,1,16,2,1,2,45100,13
11,56,1,1,20,1,1,2,51000,12
11,4,1,5,1,1,NA,2,NA,17
11,24,1,5,21,1,1,1,31300,12
11,25,1,5,21,1,1,1,36000,14
11,37,1,5,18,1,6,1,27000,1
11,37,5,1,16,1,6,6,30000,16
11,37,5,1,16,2,1,6,30000,15
11,7,5,5,4,1,NA,6,NA,17
11,25,1,5,19,1,1,1,30000,30
11,25,1,5,22,1,1,1,45000,45
11,26,1,5,22,2,1,6,50000,35
11,30,1,5,20,2,1,2,41700,14
11,14,1,5,12,1,NA,2,NA,12
11,10,1,5,7,2,NA,2,NA,14
11,37,1,5,22,2,1,1,95000,12
11,2,4,5,NA,1,NA,1,NA,19
11,36,1,5,20,2,1,1,95000,12
11,57,1,1,19,1,1,2,30000,14
11,47,1,1,21,2,1,2,46000,12
11,56,1,5,18,1,6,2,4300,68
11,27,5,5,8,1,1,1,23600,53
11,52,5,1,4,1,1,1,37000,61
11,59,4,5,21,2,1,1,203000,15
11,63,1,5,13,2,6,2,7000,11
11,19,1,5,16,1,6,2,1200,12
11,18,1,5,14,1,6,2,11200,12
11,63,1,5,22,2,1,1,90000,17
11,54,1,3,16,2,1,2,49100,36
11,34,1,5,19,2,1,2,35000,66
11,28,1,5,19,1,3,2,2400,58
11,24,1,5,19,2,1,2,4400,54
11,8,1,5,4,2,NA,2,NA,40
11,35,1,5,21,1,1,1,100000,54
11,60,1,1,16,1,6,2,600,27
11,59,1,1,14,2,1,2,45000,24
11,22,1,5,19,2,6,2,0,36
11,54,1,3,16,1,3,2,0,33
11,1,1,5,NA,2,NA,2,NA,30
11,28,1,5,21,2,1,2,43000,17
11,76,1,2,16,2,6,2,17900,14
11,55,1,5,1,1,6,2,8400,24
11,47,1,5,17,2,1,2,28000,23
11,46,1,5,15,2,3,2,6700,23
11,16,1,5,14,2,6,2,3300,15
11,83,1,2,11,2,6,2,8000,39
11,74,1,2,16,2,6,2,30000,12
11,46,1,1,13,2,3,2,11500,16
11,46,1,1,17,1,3,2,1900,23
11,41,1,1,23,2,2,1,210020,17
11,35,1,1,22,1,1,1,52000,18
11,10,1,5,6,1,NA,1,NA,20
11,0,1,5,NA,1,NA,1,NA,23
11,27,1,5,21,2,1,1,77000,13
11,27,1,5,21,2,1,1,54000,19
11,26,1,5,22,2,1,1,60000,19
11,24,1,5,21,2,6,1,0,19
11,76,1,1,21,1,6,2,36000,12
11,70,1,1,21,2,6,2,29600,13
11,43,1,3,24,2,1,1,175000,12
11,11,1,5,8,2,NA,1,NA,18
11,10,1,5,7,2,NA,1,NA,18
11,8,1,5,4,1,NA,1,NA,15
