"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","PINCP","PWGTP"
20,26,1,1,18,1,2,1,23000,5
20,24,1,1,21,2,1,1,40000,5
20,1,1,5,NA,1,NA,1,NA,4
20,20,1,5,19,1,6,1,3000,20
20,59,1,2,18,2,6,1,13230,9
20,24,1,5,13,1,3,1,190,6
20,18,1,5,16,2,1,1,3000,14
20,64,1,1,18,1,1,2,21170,29
20,66,1,1,16,2,1,2,14100,17
20,16,1,5,14,1,6,2,0,12
20,15,1,5,12,1,NA,2,0,11
20,64,1,1,16,1,6,1,32230,14
20,65,1,1,16,2,6,1,2100,14
20,69,1,1,18,1,6,1,39600,4
20,70,1,1,19,2,6,1,59300,4
20,46,1,1,22,1,1,1,51800,6
20,46,1,1,19,2,6,1,5100,5
20,16,1,5,13,1,6,1,0,5
20,14,1,5,11,2,NA,1,NA,4
20,10,1,5,7,1,NA,1,NA,4
20,23,1,5,16,2,1,1,22000,60
20,1,1,5,NA,2,NA,9,NA,43
20,49,1,1,21,1,1,1,171750,27
20,45,1,1,21,2,1,1,20000,28
20,15,1,5,13,1,NA,1,0,18
20,60,1,1,20,1,1,1,40000,18
20,61,1,1,20,2,1,1,28000,18
20,41,1,1,21,1,1,1,40000,20
20,38,1,1,20,2,1,1,72000,20
20,18,1,5,16,2,1,1,1500,24
20,4,1,5,1,1,NA,1,NA,21
20,36,1,1,21,1,1,1,100000,4
20,36,1,1,22,2,1,1,38000,3
20,14,1,5,11,2,NA,1,NA,4
20,10,1,5,7,2,NA,1,NA,4
20,8,1,5,5,1,NA,1,NA,3
20,6,1,5,1,2,NA,1,NA,4
20,34,1,5,19,1,1,8,19000,54
20,53,1,1,18,2,1,1,48000,2
20,19,1,5,14,1,6,1,0,4
20,42,1,3,19,2,1,1,195000,47
20,81,1,2,19,2,6,1,15000,28
20,88,1,2,21,2,6,1,49200,9
20,28,1,1,21,1,1,1,36000,8
20,27,1,1,20,2,1,1,12000,4
20,1,1,5,NA,1,NA,1,NA,3
20,28,1,5,18,1,1,1,30000,22
20,81,1,1,18,1,6,1,58800,7
20,76,1,3,14,2,6,1,48000,6
20,68,1,1,20,2,6,1,68700,6
20,70,1,1,21,1,2,1,12580,6
20,75,1,1,16,1,1,2,89300,20
20,79,1,1,21,2,1,2,9100,16
20,42,1,1,21,2,1,1,48000,27
20,45,1,1,19,1,1,1,43000,28
20,13,1,5,10,2,NA,1,NA,25
20,10,1,5,6,2,NA,1,NA,25
20,6,1,5,3,2,NA,1,NA,26
20,46,1,1,16,1,1,1,90200,25
20,48,1,1,20,2,1,1,30000,25
20,14,1,5,11,2,NA,1,NA,26
20,12,1,5,9,2,NA,1,NA,26
20,24,1,1,16,1,1,1,60000,17
20,23,1,1,19,2,1,1,54000,14
20,68,1,1,22,1,6,1,46300,23
20,67,1,1,22,2,6,1,39200,21
20,82,1,2,16,1,6,1,10800,5
20,67,1,2,16,2,6,1,30700,9
20,23,1,3,19,2,1,1,14500,85
20,4,1,5,1,1,NA,1,NA,80
20,1,1,5,NA,1,NA,9,NA,45
20,87,1,2,21,2,6,1,23500,5
20,67,1,1,19,2,1,1,21500,5
20,68,1,1,16,1,6,1,183100,5
20,24,1,1,21,2,1,1,25000,12
20,29,1,1,17,1,6,8,2000,15
20,8,1,5,4,2,NA,9,NA,24
20,37,1,1,21,1,1,1,100000,17
20,44,1,1,21,2,1,1,1500,16
20,3,4,5,1,2,NA,8,NA,9
20,2,3,5,NA,1,NA,8,NA,24
20,48,1,1,16,2,1,1,48000,20
20,52,1,1,19,1,1,1,48000,21
20,66,1,1,19,2,6,1,0,15
20,76,1,1,19,1,1,1,40000,23
20,37,1,5,18,2,1,1,12000,19
20,32,1,1,20,1,1,1,21000,9
20,30,1,1,21,2,1,1,12700,7
20,47,3,1,21,2,1,1,50000,20
20,52,1,1,18,1,1,1,52000,19
20,47,1,1,21,2,1,1,110000,21
20,49,1,1,21,1,1,1,336000,20
20,17,1,5,13,2,6,1,250,22
20,13,1,5,9,2,NA,1,NA,18
20,46,1,1,17,1,1,1,30000,6
20,52,1,1,14,2,1,1,8800,7
20,66,1,4,17,1,1,1,30000,3
20,68,1,3,22,2,6,1,60000,21
20,74,1,5,24,2,6,1,20000,27
20,52,1,3,22,2,1,1,40500,20
20,67,1,3,18,2,6,1,4600,4
20,39,1,1,20,2,1,1,21000,26
20,40,1,1,16,1,6,1,0,24
20,17,1,5,14,2,2,1,6000,45
20,12,1,5,9,1,NA,1,NA,23
20,11,1,5,8,2,NA,1,NA,24
20,8,1,5,5,1,NA,1,NA,24
20,34,1,3,18,2,3,1,3700,7
20,3,1,5,1,1,NA,1,NA,7
20,63,1,1,20,1,1,1,25300,33
20,51,1,1,19,2,1,1,17900,37
20,8,1,5,4,1,NA,1,NA,62
20,33,1,1,21,2,4,1,36000,50
20,34,1,1,19,1,4,1,40000,44
20,13,1,5,7,2,NA,1,NA,18
20,9,1,5,5,2,NA,1,NA,17
20,6,1,5,2,2,NA,1,NA,18
20,5,1,5,1,2,NA,1,NA,17
20,1,1,5,NA,2,NA,1,NA,29
20,75,1,2,16,1,1,1,25300,7
20,42,1,1,19,1,1,1,25200,23
20,38,1,1,21,2,1,1,23400,22
20,20,1,5,14,1,6,2,0,16
20,84,1,2,21,2,6,1,0,15
20,47,1,1,20,1,1,1,32520,5
20,49,1,1,19,2,1,1,13000,7
20,60,1,3,20,2,1,1,44000,14
20,69,1,1,16,2,6,1,0,18
20,48,1,1,16,2,6,1,10400,16
20,50,1,1,19,1,1,1,45004,25
20,14,1,5,11,1,NA,1,NA,17
20,18,1,5,18,1,1,1,800,20
20,80,1,2,11,2,6,1,181900,4
20,44,1,1,21,1,1,1,94000,25
20,41,1,1,16,2,1,1,800,18
20,9,1,5,6,2,NA,1,NA,19
20,6,1,5,2,1,NA,1,NA,14
20,70,1,3,23,1,6,1,15600,26
20,43,1,1,16,1,1,1,20000,9
20,42,1,1,11,2,6,1,0,9
20,18,1,5,11,1,1,1,10000,10
20,16,1,5,11,1,1,1,5000,14
20,13,1,5,10,2,NA,1,NA,6
20,10,1,5,7,1,NA,1,NA,7
20,6,1,5,3,1,NA,1,NA,7
20,28,1,5,19,2,6,1,12800,54
20,19,1,5,17,1,3,1,1000,47
20,69,1,1,18,1,6,1,27100,10
20,69,1,1,19,2,6,1,30800,13
20,56,1,3,21,1,6,1,500,81
20,78,1,2,18,2,1,1,16750,6
20,31,1,1,16,2,1,1,20000,13
20,36,1,1,19,1,1,1,43000,14
20,7,1,5,2,2,NA,1,NA,8
20,1,1,5,NA,1,NA,1,NA,11
20,49,1,3,17,1,6,2,14400,50
20,17,1,5,14,2,1,2,7100,21
20,37,1,1,16,1,1,1,64000,26
20,34,1,1,21,2,1,1,38700,25
20,8,1,5,5,1,NA,1,NA,21
20,5,1,5,2,1,NA,1,NA,21
20,3,1,5,1,2,NA,1,NA,33
20,42,1,1,19,1,6,8,15800,16
20,29,1,1,18,2,1,1,12900,34
20,8,1,5,6,1,NA,8,NA,13
20,8,1,5,5,2,NA,8,NA,12
20,7,1,5,4,1,NA,8,NA,12
20,10,1,5,7,1,NA,1,NA,22
20,65,1,1,18,1,6,1,27000,16
20,58,1,1,16,2,6,1,0,15
20,94,1,2,16,2,6,1,12000,13
20,25,1,5,22,1,1,1,46000,21
20,57,1,2,1,2,6,2,3800,17
20,51,1,3,16,1,6,2,0,14
20,47,1,1,22,1,1,1,154000,17
20,46,1,1,20,2,6,1,0,17
20,18,1,5,14,1,6,1,0,19
20,41,1,1,21,2,1,2,26000,19
20,48,1,1,13,1,1,2,10000,20
20,74,1,3,19,1,6,1,1300,8
20,65,1,3,18,1,6,1,15800,4
20,61,1,3,17,2,1,1,11730,18
20,66,1,1,21,1,6,1,59000,27
20,63,1,1,19,2,6,1,400,23
20,94,1,2,16,2,6,1,9000,31
20,57,1,2,13,2,6,1,47600,64
20,51,1,3,16,1,1,1,15000,84
20,85,1,2,13,2,6,1,10000,5
20,63,1,1,16,1,1,1,80000,23
20,57,1,1,22,2,1,1,63000,23
20,29,1,1,20,1,1,2,40330,86
20,22,4,1,19,2,1,1,28500,48
20,1,1,5,NA,1,NA,9,NA,65
20,41,1,1,16,2,1,1,23000,26
20,47,1,1,17,1,1,1,95000,17
20,18,1,5,16,1,1,1,1300,24
20,13,1,5,10,2,NA,1,NA,27
20,44,1,1,17,1,1,1,37000,7
20,45,1,1,16,2,6,1,0,7
20,16,1,5,11,2,6,1,0,5
20,14,1,5,9,2,NA,1,NA,7
20,51,1,4,21,2,1,1,52000,5
20,15,1,5,13,2,NA,1,0,4
20,66,1,3,19,2,1,1,37600,27
20,51,1,1,23,1,1,1,331000,25
