"ST","AGEP","CIT","MAR","SCHL","SEX","ESR","RAC1P","HISP","PINCP","PWGTP"
15,0,1,5,NA,2,NA,9,1,NA,13
15,73,4,1,7,2,6,6,1,6000,5
15,75,1,1,10,1,6,6,1,6500,4
15,54,5,3,19,1,6,6,1,0,6
15,24,1,5,19,1,1,1,2,40000,6
15,24,5,5,21,2,1,1,17,15000,6
15,22,1,5,21,2,1,1,1,24000,9
15,61,1,1,21,1,1,6,1,100000,7
15,57,1,1,21,2,1,6,1,30000,7
15,45,1,1,18,2,1,1,1,600,36
15,80,1,1,16,1,6,6,1,18400,14
15,75,1,1,16,2,6,6,1,20300,15
15,52,1,3,19,2,6,6,1,700,15
15,57,1,3,17,2,1,9,1,6000,18
15,25,1,1,18,1,4,1,1,52000,15
15,26,1,1,16,2,6,1,1,0,17
15,1,1,5,NA,2,NA,1,1,NA,13
15,89,1,2,12,2,6,9,1,20400,15
15,27,1,5,20,2,1,9,1,8400,15
15,42,1,1,21,1,1,6,1,84400,15
15,38,1,1,20,2,1,6,1,28290,13
15,1,1,5,NA,1,NA,6,1,NA,16
15,66,1,1,22,2,6,1,1,56800,16
15,66,1,1,21,1,1,1,1,55800,12
15,34,1,4,17,2,6,9,1,2820,12
15,58,1,3,22,2,1,1,1,9000,14
15,86,1,2,16,2,6,6,1,18100,16
15,40,1,1,19,2,1,1,1,35000,29
15,41,1,1,16,1,1,7,1,30000,19
15,11,1,5,7,1,NA,9,1,NA,28
15,4,1,5,1,2,NA,9,1,NA,42
15,68,1,3,24,2,1,1,1,121200,12
15,61,1,3,20,2,1,1,1,84600,14
15,86,1,1,16,1,6,6,1,2570,17
15,72,5,1,21,2,1,6,1,740,20
15,63,1,3,21,1,6,1,1,193700,26
15,48,1,5,20,1,1,1,1,108950,15
15,58,1,1,21,1,1,6,1,45500,15
15,59,1,1,21,2,2,6,24,21600,15
15,94,1,2,6,2,6,6,1,60000,17
15,47,1,1,19,2,1,1,1,76100,15
15,50,1,1,21,1,1,9,2,36500,15
15,7,1,5,4,2,NA,9,2,NA,13
15,24,1,5,19,1,1,9,2,3600,16
15,75,1,3,17,2,6,8,2,9500,12
15,55,1,3,21,1,1,1,1,36101,19
15,45,1,1,21,2,1,6,1,60010,28
15,46,1,1,21,1,1,6,1,52000,24
15,17,1,5,14,1,1,6,1,1750,28
15,14,1,5,11,1,NA,6,1,NA,28
15,48,1,1,21,1,4,1,1,110600,18
15,38,4,1,21,2,6,1,1,18500,21
15,43,1,2,19,1,1,1,1,63200,23
15,7,1,5,5,2,NA,9,1,NA,29
15,23,1,5,19,1,2,9,1,8800,78
15,23,1,5,21,1,1,1,1,40050,134
15,22,1,5,19,2,6,1,1,7200,56
15,22,1,5,19,2,1,1,1,2300,56
15,22,1,5,19,2,6,1,1,7200,55
15,21,1,5,19,2,1,1,2,4850,53
15,84,1,2,11,1,6,1,1,13600,10
15,23,1,5,21,2,1,1,1,3000,20
15,60,1,1,21,1,6,1,1,24000,6
15,42,4,1,22,2,1,1,1,36000,5
15,13,1,5,10,1,NA,1,1,NA,7
15,6,1,5,4,1,NA,1,1,NA,7
15,58,1,5,1,2,6,6,1,0,15
15,20,1,5,16,1,1,9,1,20000,16
15,70,1,2,16,2,6,6,1,12500,18
15,50,1,3,19,1,1,6,1,35000,17
15,45,1,1,16,2,1,1,1,20000,6
15,49,1,1,16,1,1,1,24,35000,5
15,16,1,5,13,1,6,1,1,0,13
15,4,1,5,2,2,NA,1,24,NA,5
15,68,1,1,19,1,6,6,1,64800,9
15,65,1,1,16,2,6,9,1,13800,11
15,34,1,5,17,1,1,9,1,19200,21
15,42,4,5,22,2,1,6,1,39980,19
15,76,4,1,20,2,6,6,1,5300,23
15,74,1,2,18,1,6,6,1,58700,13
15,41,1,1,19,2,6,6,1,0,16
15,10,1,5,7,1,NA,6,1,NA,13
